Year,Quarter,Month,Month_Num,Market,Category,Brand,Channel,Type,Base_NR_AUD000,Trade_Promo_AUD000,Net_Revenue_AUD000,COGS_AUD000,Gross_Profit_AUD000,OPEX_AUD000,EBITDA_AUD000,Volume_Units,Budget_NR_AUD000,Variance_NR_AUD000,PY_NR_AUD000
2024,Q3,Sep,9,Europe,Pro Plan,Pro Plan,Self-Serve,SaaS,1185.0,41.0,1144.0,375.0,769.0,402.0,367.0,480,1275.0,-131.0,1051.0
2024,Q3,Sep,9,Europe,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,1612.0,97.0,1515.0,517.0,998.0,585.0,413.0,212,1413.0,102.0,1600.0
2024,Q3,Sep,9,APAC,Starter Plan,Starter Plan,Self-Serve,SaaS,1851.0,57.0,1794.0,452.0,1342.0,531.0,811.0,250,1836.0,-42.0,1551.0
2024,Q3,Sep,9,APAC,Pro Plan,Pro Plan,Marketplace,SaaS,3095.0,157.0,2938.0,783.0,2155.0,807.0,1348.0,377,3224.0,-286.0,2993.0
2024,Q3,Sep,9,APAC,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,988.0,59.0,929.0,198.0,731.0,261.0,470.0,263,1013.0,-84.0,1018.0
2024,Q3,Sep,9,LATAM,Starter Plan,Starter Plan,Direct Sales,SaaS,3766.0,224.0,3542.0,908.0,2634.0,889.0,1745.0,337,3401.0,141.0,3019.0
2024,Q3,Sep,9,LATAM,Pro Plan,Pro Plan,Marketplace,SaaS,2986.0,202.0,2784.0,614.0,2170.0,774.0,1396.0,221,2845.0,-61.0,2262.0
2024,Q3,Sep,9,LATAM,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,3421.0,155.0,3266.0,927.0,2339.0,1044.0,1295.0,62,2941.0,325.0,2870.0
2024,Q3,Sep,9,MEA,Starter Plan,Starter Plan,Marketplace,SaaS,935.0,59.0,876.0,213.0,663.0,243.0,420.0,458,913.0,-37.0,708.0
2024,Q3,Sep,9,MEA,Pro Plan,Pro Plan,Self-Serve,SaaS,2226.0,175.0,2051.0,594.0,1457.0,624.0,833.0,266,2043.0,8.0,1799.0
2024,Q3,Sep,9,MEA,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,3910.0,277.0,3633.0,930.0,2703.0,1308.0,1395.0,57,3477.0,156.0,3540.0
2024,Q4,Oct,10,North America,Starter Plan,Starter Plan,Partner,SaaS,1619.0,120.0,1499.0,330.0,1169.0,411.0,758.0,172,1487.0,12.0,1609.0
2024,Q4,Oct,10,North America,Pro Plan,Pro Plan,Self-Serve,SaaS,671.0,30.0,641.0,190.0,451.0,168.0,283.0,137,665.0,-24.0,660.0
2024,Q4,Oct,10,North America,Enterprise Plan,Enterprise Plan,Partner,SaaS,2403.0,177.0,2226.0,721.0,1505.0,785.0,720.0,185,2339.0,-113.0,2240.0
2024,Q4,Oct,10,Europe,Starter Plan,Starter Plan,Direct Sales,SaaS,2370.0,113.0,2257.0,500.0,1757.0,611.0,1146.0,176,2418.0,-161.0,2085.0
2024,Q4,Oct,10,Europe,Pro Plan,Pro Plan,Partner,SaaS,858.0,32.0,826.0,193.0,633.0,230.0,403.0,453,855.0,-29.0,867.0
2024,Q4,Oct,10,Europe,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,1961.0,149.0,1812.0,394.0,1418.0,489.0,929.0,57,1770.0,42.0,1825.0
2024,Q4,Oct,10,APAC,Starter Plan,Starter Plan,Partner,SaaS,3360.0,250.0,3110.0,901.0,2209.0,1134.0,1075.0,203,3285.0,-175.0,2515.0
2024,Q4,Oct,10,APAC,Pro Plan,Pro Plan,Direct Sales,SaaS,1278.0,93.0,1185.0,262.0,923.0,337.0,586.0,106,1100.0,85.0,976.0
2024,Q4,Oct,10,APAC,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,772.0,53.0,719.0,225.0,494.0,184.0,310.0,98,773.0,-54.0,686.0
2024,Q4,Oct,10,LATAM,Starter Plan,Starter Plan,Direct Sales,SaaS,2142.0,162.0,1980.0,409.0,1571.0,585.0,986.0,54,1824.0,156.0,1658.0
2024,Q4,Oct,10,LATAM,Pro Plan,Pro Plan,Partner,SaaS,2557.0,102.0,2455.0,738.0,1717.0,625.0,1092.0,115,2613.0,-158.0,2168.0
2024,Q4,Oct,10,LATAM,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,1733.0,126.0,1607.0,510.0,1097.0,550.0,547.0,277,1470.0,137.0,1681.0
2024,Q4,Oct,10,MEA,Starter Plan,Starter Plan,Direct Sales,SaaS,2351.0,155.0,2196.0,757.0,1439.0,606.0,833.0,389,1978.0,218.0,2235.0
2024,Q4,Oct,10,MEA,Pro Plan,Pro Plan,Partner,SaaS,3722.0,270.0,3452.0,936.0,2516.0,1224.0,1292.0,133,3618.0,-166.0,2873.0
2024,Q4,Oct,10,MEA,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,3935.0,201.0,3734.0,1035.0,2699.0,1162.0,1537.0,392,3619.0,115.0,3509.0
2024,Q4,Nov,11,North America,Starter Plan,Starter Plan,Partner,SaaS,2235.0,107.0,2128.0,518.0,1610.0,763.0,847.0,87,2146.0,-18.0,1948.0
2024,Q4,Nov,11,North America,Pro Plan,Pro Plan,Marketplace,SaaS,2601.0,119.0,2482.0,860.0,1622.0,786.0,836.0,299,2392.0,90.0,2623.0
2024,Q4,Nov,11,North America,Enterprise Plan,Enterprise Plan,Partner,SaaS,3499.0,262.0,3237.0,1037.0,2200.0,1265.0,935.0,215,2922.0,315.0,3244.0
2024,Q4,Nov,11,Europe,Starter Plan,Starter Plan,Direct Sales,SaaS,1887.0,106.0,1781.0,537.0,1244.0,477.0,767.0,227,1875.0,-94.0,1947.0
2024,Q4,Nov,11,Europe,Pro Plan,Pro Plan,Partner,SaaS,726.0,57.0,669.0,168.0,501.0,227.0,274.0,495,620.0,49.0,703.0
2024,Q4,Nov,11,Europe,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,1475.0,97.0,1378.0,396.0,982.0,401.0,581.0,405,1435.0,-57.0,1268.0
2024,Q4,Nov,11,APAC,Starter Plan,Starter Plan,Marketplace,SaaS,2833.0,220.0,2613.0,910.0,1703.0,854.0,849.0,116,2613.0,0.0,2186.0
2024,Q4,Nov,11,APAC,Pro Plan,Pro Plan,Marketplace,SaaS,2240.0,138.0,2102.0,463.0,1639.0,557.0,1082.0,73,1923.0,179.0,2109.0
2024,Q4,Nov,11,APAC,Enterprise Plan,Enterprise Plan,Partner,SaaS,1839.0,118.0,1721.0,384.0,1337.0,591.0,746.0,93,1578.0,143.0,1765.0
2024,Q4,Nov,11,LATAM,Starter Plan,Starter Plan,Marketplace,SaaS,3275.0,131.0,3144.0,941.0,2203.0,1017.0,1186.0,167,3067.0,77.0,3326.0
2024,Q4,Nov,11,LATAM,Pro Plan,Pro Plan,Direct Sales,SaaS,3834.0,121.0,3713.0,982.0,2731.0,1438.0,1293.0,222,3599.0,114.0,3390.0
2024,Q4,Nov,11,LATAM,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,626.0,24.0,602.0,180.0,422.0,221.0,201.0,448,564.0,38.0,559.0
2024,Q4,Nov,11,MEA,Starter Plan,Starter Plan,Self-Serve,SaaS,3005.0,163.0,2842.0,615.0,2227.0,998.0,1229.0,347,2986.0,-144.0,2761.0
2024,Q4,Nov,11,MEA,Pro Plan,Pro Plan,Marketplace,SaaS,2468.0,93.0,2375.0,495.0,1880.0,688.0,1192.0,315,2335.0,40.0,2382.0
2024,Q4,Nov,11,MEA,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,1622.0,51.0,1571.0,325.0,1246.0,590.0,656.0,206,1670.0,-99.0,1269.0
2024,Q4,Dec,12,North America,Starter Plan,Starter Plan,Self-Serve,SaaS,1832.0,94.0,1738.0,606.0,1132.0,542.0,590.0,75,1658.0,80.0,1513.0
2024,Q4,Dec,12,North America,Pro Plan,Pro Plan,Self-Serve,SaaS,2574.0,194.0,2380.0,499.0,1881.0,704.0,1177.0,201,2152.0,228.0,2137.0
2024,Q4,Dec,12,North America,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,2802.0,143.0,2659.0,737.0,1922.0,833.0,1089.0,59,2668.0,-9.0,2145.0
2024,Q4,Dec,12,Europe,Starter Plan,Starter Plan,Self-Serve,SaaS,1822.0,90.0,1732.0,495.0,1237.0,643.0,594.0,95,1816.0,-84.0,1560.0
2024,Q4,Dec,12,Europe,Pro Plan,Pro Plan,Self-Serve,SaaS,1083.0,49.0,1034.0,357.0,677.0,290.0,387.0,335,1152.0,-118.0,851.0
2024,Q4,Dec,12,Europe,Enterprise Plan,Enterprise Plan,Partner,SaaS,1506.0,49.0,1457.0,509.0,948.0,452.0,496.0,151,1549.0,-92.0,1206.0
2024,Q4,Dec,12,APAC,Starter Plan,Starter Plan,Direct Sales,SaaS,2572.0,112.0,2460.0,701.0,1759.0,811.0,948.0,242,2402.0,58.0,2025.0
2024,Q4,Dec,12,APAC,Pro Plan,Pro Plan,Self-Serve,SaaS,2266.0,102.0,2164.0,648.0,1516.0,643.0,873.0,236,2067.0,97.0,2066.0
2024,Q4,Dec,12,APAC,Enterprise Plan,Enterprise Plan,Partner,SaaS,3583.0,220.0,3363.0,933.0,2430.0,935.0,1495.0,274,3516.0,-153.0,3522.0
2024,Q4,Dec,12,LATAM,Starter Plan,Starter Plan,Marketplace,SaaS,1438.0,89.0,1349.0,433.0,916.0,510.0,406.0,458,1491.0,-142.0,1373.0
2024,Q4,Dec,12,LATAM,Pro Plan,Pro Plan,Direct Sales,SaaS,2328.0,112.0,2216.0,492.0,1724.0,604.0,1120.0,358,2141.0,75.0,2062.0
2024,Q4,Dec,12,LATAM,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,3511.0,265.0,3246.0,958.0,2288.0,1223.0,1065.0,170,3126.0,120.0,2753.0
2024,Q4,Dec,12,MEA,Starter Plan,Starter Plan,Partner,SaaS,1921.0,69.0,1852.0,424.0,1428.0,531.0,897.0,422,1856.0,-4.0,1793.0
2024,Q4,Dec,12,MEA,Pro Plan,Pro Plan,Marketplace,SaaS,1977.0,149.0,1828.0,421.0,1407.0,532.0,875.0,63,1963.0,-135.0,1615.0
2024,Q4,Dec,12,MEA,Enterprise Plan,Enterprise Plan,Partner,SaaS,2755.0,88.0,2667.0,822.0,1845.0,980.0,865.0,74,2926.0,-259.0,2385.0
